  -0.18277232E+02   0.15000033E+01   0.15000033E+01   0.64049376E-07   0.64049376E-07   0.99999891E+00  -0.99999887E+00  -0.61819429E-05   0.60969780E-05   0.50000109E+00  -0.21349792E-07
  -0.18266197E+02   0.15000035E+01   0.15000035E+01   0.64760039E-07   0.64760039E-07   0.99999884E+00  -0.99999880E+00  -0.60837676E-05   0.59978600E-05   0.50000116E+00  -0.21586680E-07
  -0.18255163E+02   0.15000037E+01   0.15000037E+01   0.65478587E-07   0.65478587E-07   0.99999878E+00  -0.99999873E+00  -0.59899331E-05   0.59030723E-05   0.50000122E+00  -0.21826196E-07
  -0.18244128E+02   0.15000039E+01   0.15000039E+01   0.66205108E-07   0.66205108E-07   0.99999871E+00  -0.99999867E+00  -0.59003108E-05   0.58124862E-05   0.50000129E+00  -0.22068369E-07
  -0.18233094E+02   0.15000041E+01   0.15000041E+01   0.66939689E-07   0.66939689E-07   0.99999865E+00  -0.99999860E+00  -0.58147763E-05   0.57259773E-05   0.50000135E+00  -0.22313230E-07
  -0.18222059E+02   0.15000043E+01   0.15000043E+01   0.67682420E-07   0.67682420E-07   0.99999858E+00  -0.99999854E+00  -0.57332096E-05   0.56434253E-05   0.50000142E+00  -0.22560807E-07
  -0.18211025E+02   0.15000044E+01   0.15000044E+01   0.68433393E-07   0.68433393E-07   0.99999852E+00  -0.99999847E+00  -0.56554945E-05   0.55647140E-05   0.50000148E+00  -0.22811131E-07
  -0.18199990E+02   0.15000046E+01   0.15000046E+01   0.69192697E-07   0.69192697E-07   0.99999846E+00  -0.99999841E+00  -0.55815189E-05   0.54897312E-05   0.50000154E+00  -0.23064232E-07
  -0.18188956E+02   0.15000048E+01   0.15000048E+01   0.69960426E-07   0.69960426E-07   0.99999840E+00  -0.99999835E+00  -0.55111744E-05   0.54183683E-05   0.50000160E+00  -0.23320142E-07
  -0.18177921E+02   0.15000050E+01   0.15000050E+01   0.70736673E-07   0.70736673E-07   0.99999834E+00  -0.99999829E+00  -0.54443564E-05   0.53505205E-05   0.50000166E+00  -0.23578891E-07
  -0.18166887E+02   0.15000052E+01   0.15000052E+01   0.71521533E-07   0.71521533E-07   0.99999828E+00  -0.99999823E+00  -0.53809638E-05   0.52860867E-05   0.50000172E+00  -0.23840511E-07
  -0.18155852E+02   0.15000053E+01   0.15000053E+01   0.72315100E-07   0.72315100E-07   0.99999822E+00  -0.99999817E+00  -0.53208988E-05   0.52249691E-05   0.50000178E+00  -0.24105033E-07
  -0.18144818E+02   0.15000055E+01   0.15000055E+01   0.73117473E-07   0.73117473E-07   0.99999816E+00  -0.99999811E+00  -0.52640672E-05   0.51670731E-05   0.50000184E+00  -0.24372491E-07
  -0.18133783E+02   0.15000057E+01   0.15000057E+01   0.73928748E-07   0.73928748E-07   0.99999810E+00  -0.99999805E+00  -0.52103778E-05   0.51123075E-05   0.50000190E+00  -0.24642916E-07
  -0.18122749E+02   0.15000059E+01   0.15000059E+01   0.74749024E-07   0.74749024E-07   0.99999804E+00  -0.99999799E+00  -0.51597427E-05   0.50605842E-05   0.50000196E+00  -0.24916341E-07
  -0.18111714E+02   0.15000060E+01   0.15000060E+01   0.75578401E-07   0.75578401E-07   0.99999799E+00  -0.99999794E+00  -0.51120768E-05   0.50118181E-05   0.50000201E+00  -0.25192800E-07
  -0.18100680E+02   0.15000062E+01   0.15000062E+01   0.76416980E-07   0.76416980E-07   0.99999793E+00  -0.99999788E+00  -0.50672982E-05   0.49659271E-05   0.50000207E+00  -0.25472327E-07
  -0.18089645E+02   0.15000064E+01   0.15000064E+01   0.77264864E-07   0.77264864E-07   0.99999788E+00  -0.99999782E+00  -0.50253277E-05   0.49228318E-05   0.50000212E+00  -0.25754955E-07
  -0.18078611E+02   0.15000065E+01   0.15000065E+01   0.78122155E-07   0.78122155E-07   0.99999782E+00  -0.99999777E+00  -0.49860887E-05   0.48824556E-05   0.50000218E+00  -0.26040718E-07
  -0.18067576E+02   0.15000067E+01   0.15000067E+01   0.78988957E-07   0.78988957E-07   0.99999777E+00  -0.99999771E+00  -0.49495075E-05   0.48447245E-05   0.50000223E+00  -0.26329652E-07
  -0.18056542E+02   0.15000069E+01   0.15000069E+01   0.79865377E-07   0.79865377E-07   0.99999771E+00  -0.99999766E+00  -0.49155129E-05   0.48095673E-05   0.50000229E+00  -0.26621792E-07
  -0.18045507E+02   0.15000070E+01   0.15000070E+01   0.80751521E-07   0.80751521E-07   0.99999766E+00  -0.99999760E+00  -0.48840361E-05   0.47769150E-05   0.50000234E+00  -0.26917174E-07
  -0.18034472E+02   0.15000072E+01   0.15000072E+01   0.81647497E-07   0.81647497E-07   0.99999760E+00  -0.99999755E+00  -0.48550108E-05   0.47467011E-05   0.50000240E+00  -0.27215832E-07
  -0.18023438E+02   0.15000073E+01   0.15000073E+01   0.82553414E-07   0.82553414E-07   0.99999755E+00  -0.99999750E+00  -0.48283730E-05   0.47188615E-05   0.50000245E+00  -0.27517805E-07
  -0.18012403E+02   0.15000075E+01   0.15000075E+01   0.83469382E-07   0.83469382E-07   0.99999750E+00  -0.99999744E+00  -0.48040609E-05   0.46933344E-05   0.50000250E+00  -0.27823127E-07
  -0.18001369E+02   0.15000077E+01   0.15000077E+01   0.84395513E-07   0.84395513E-07   0.99999744E+00  -0.99999739E+00  -0.47820150E-05   0.46700599E-05   0.50000256E+00  -0.28131838E-07
  -0.17990334E+02   0.15000078E+01   0.15000078E+01   0.85331919E-07   0.85331919E-07   0.99999739E+00  -0.99999733E+00  -0.47621779E-05   0.46489806E-05   0.50000261E+00  -0.28443973E-07
  -0.17979300E+02   0.15000080E+01   0.15000080E+01   0.86278715E-07   0.86278715E-07   0.99999734E+00  -0.99999728E+00  -0.47444941E-05   0.46300409E-05   0.50000266E+00  -0.28759572E-07
  -0.17968265E+02   0.15000081E+01   0.15000081E+01   0.87236016E-07   0.87236016E-07   0.99999729E+00  -0.99999723E+00  -0.47289104E-05   0.46131872E-05   0.50000271E+00  -0.29078672E-07
  -0.17957231E+02   0.15000083E+01   0.15000083E+01   0.88203938E-07   0.88203938E-07   0.99999723E+00  -0.99999718E+00  -0.47153751E-05   0.45983680E-05   0.50000277E+00  -0.29401313E-07
  -0.17946196E+02   0.15000085E+01   0.15000085E+01   0.89182599E-07   0.89182599E-07   0.99999718E+00  -0.99999712E+00  -0.47038388E-05   0.45855334E-05   0.50000282E+00  -0.29727533E-07
  -0.17935162E+02   0.15000086E+01   0.15000086E+01   0.90172119E-07   0.90172119E-07   0.99999713E+00  -0.99999707E+00  -0.46942536E-05   0.45746356E-05   0.50000287E+00  -0.30057373E-07
  -0.17924127E+02   0.15000088E+01   0.15000088E+01   0.91172617E-07   0.91172617E-07   0.99999708E+00  -0.99999702E+00  -0.46865734E-05   0.45656282E-05   0.50000292E+00  -0.30390872E-07
  -0.17913093E+02   0.15000089E+01   0.15000089E+01   0.92184216E-07   0.92184216E-07   0.99999703E+00  -0.99999697E+00  -0.46807540E-05   0.45584668E-05   0.50000297E+00  -0.30728072E-07
  -0.17902058E+02   0.15000091E+01   0.15000091E+01   0.93207039E-07   0.93207039E-07   0.99999698E+00  -0.99999691E+00  -0.46767525E-05   0.45531085E-05   0.50000302E+00  -0.31069013E-07
  -0.17891024E+02   0.15000092E+01   0.15000092E+01   0.94241211E-07   0.94241211E-07   0.99999692E+00  -0.99999686E+00  -0.46745278E-05   0.45495119E-05   0.50000308E+00  -0.31413737E-07
  -0.17879989E+02   0.15000094E+01   0.15000094E+01   0.95286856E-07   0.95286856E-07   0.99999687E+00  -0.99999681E+00  -0.46740404E-05   0.45476374E-05   0.50000313E+00  -0.31762285E-07
  -0.17868955E+02   0.15000095E+01   0.15000095E+01   0.96344103E-07   0.96344103E-07   0.99999682E+00  -0.99999676E+00  -0.46752522E-05   0.45474467E-05   0.50000318E+00  -0.32114701E-07
  -0.17857920E+02   0.15000097E+01   0.15000097E+01   0.97413081E-07   0.97413081E-07   0.99999677E+00  -0.99999670E+00  -0.46781265E-05   0.45489029E-05   0.50000323E+00  -0.32471027E-07
  -0.17846886E+02   0.15000098E+01   0.15000098E+01   0.98493919E-07   0.98493919E-07   0.99999672E+00  -0.99999665E+00  -0.46826280E-05   0.45519706E-05   0.50000328E+00  -0.32831306E-07
  -0.17835851E+02   0.15000100E+01   0.15000100E+01   0.99586748E-07   0.99586748E-07   0.99999667E+00  -0.99999660E+00  -0.46887229E-05   0.45566158E-05   0.50000333E+00  -0.33195583E-07
  -0.17824817E+02   0.15000102E+01   0.15000102E+01   0.10069170E-06   0.10069170E-06   0.99999661E+00  -0.99999655E+00  -0.46963785E-05   0.45628057E-05   0.50000339E+00  -0.33563901E-07
  -0.17813782E+02   0.15000103E+01   0.15000103E+01   0.10180892E-06   0.10180892E-06   0.99999656E+00  -0.99999649E+00  -0.47055636E-05   0.45705087E-05   0.50000344E+00  -0.33936306E-07
  -0.17802748E+02   0.15000105E+01   0.15000105E+01   0.10293853E-06   0.10293853E-06   0.99999651E+00  -0.99999644E+00  -0.47162481E-05   0.45796947E-05   0.50000349E+00  -0.34312842E-07
  -0.17791713E+02   0.15000106E+01   0.15000106E+01   0.10408067E-06   0.10408067E-06   0.99999646E+00  -0.99999639E+00  -0.47284031E-05   0.45903347E-05   0.50000354E+00  -0.34693557E-07
  -0.17780679E+02   0.15000108E+01   0.15000108E+01   0.10523549E-06   0.10523549E-06   0.99999641E+00  -0.99999634E+00  -0.47420010E-05   0.46024006E-05   0.50000359E+00  -0.35078495E-07
  -0.17769644E+02   0.15000109E+01   0.15000109E+01   0.10640311E-06   0.10640311E-06   0.99999635E+00  -0.99999628E+00  -0.47570150E-05   0.46158657E-05   0.50000365E+00  -0.35467705E-07
  -0.17758609E+02   0.15000111E+01   0.15000111E+01   0.10758370E-06   0.10758370E-06   0.99999630E+00  -0.99999623E+00  -0.47734198E-05   0.46307044E-05   0.50000370E+00  -0.35861232E-07
  -0.17747575E+02   0.15000113E+01   0.15000113E+01   0.10877738E-06   0.10877738E-06   0.99999625E+00  -0.99999618E+00  -0.47911910E-05   0.46468921E-05   0.50000375E+00  -0.36259126E-07
  -0.17736540E+02   0.15000114E+01   0.15000114E+01   0.10998430E-06   0.10998430E-06   0.99999620E+00  -0.99999612E+00  -0.48103050E-05   0.46644050E-05   0.50000380E+00  -0.36661434E-07
  -0.17725506E+02   0.15000116E+01   0.15000116E+01   0.11120462E-06   0.11120462E-06   0.99999614E+00  -0.99999607E+00  -0.48307395E-05   0.46832207E-05   0.50000386E+00  -0.37068207E-07
  -0.17714471E+02   0.15000117E+01   0.15000117E+01   0.11243848E-06   0.11243848E-06   0.99999609E+00  -0.99999601E+00  -0.48524730E-05   0.47033175E-05   0.50000391E+00  -0.37479492E-07
  -0.17703437E+02   0.15000119E+01   0.15000119E+01   0.11368602E-06   0.11368602E-06   0.99999604E+00  -0.99999596E+00  -0.48754851E-05   0.47246746E-05   0.50000396E+00  -0.37895340E-07
  -0.17692402E+02   0.15000121E+01   0.15000121E+01   0.11494741E-06   0.11494741E-06   0.99999598E+00  -0.99999590E+00  -0.48997561E-05   0.47472723E-05   0.50000402E+00  -0.38315803E-07
  -0.17681368E+02   0.15000122E+01   0.15000122E+01   0.11622279E-06   0.11622279E-06   0.99999593E+00  -0.99999585E+00  -0.49252673E-05   0.47710917E-05   0.50000407E+00  -0.38740930E-07
  -0.17670333E+02   0.15000124E+01   0.15000124E+01   0.11751232E-06   0.11751232E-06   0.99999587E+00  -0.99999579E+00  -0.49520009E-05   0.47961147E-05   0.50000413E+00  -0.39170774E-07
  -0.17659299E+02   0.15000125E+01   0.15000125E+01   0.11881616E-06   0.11881616E-06   0.99999582E+00  -0.99999574E+00  -0.49799399E-05   0.48223240E-05   0.50000418E+00  -0.39605388E-07
  -0.17648264E+02   0.15000127E+01   0.15000127E+01   0.12013447E-06   0.12013447E-06   0.99999576E+00  -0.99999568E+00  -0.50090679E-05   0.48497032E-05   0.50000424E+00  -0.40044823E-07
  -0.17637230E+02   0.15000129E+01   0.15000129E+01   0.12146740E-06   0.12146740E-06   0.99999571E+00  -0.99999563E+00  -0.50393696E-05   0.48782367E-05   0.50000429E+00  -0.40489134E-07
  -0.17626195E+02   0.15000130E+01   0.15000130E+01   0.12281512E-06   0.12281512E-06   0.99999565E+00  -0.99999557E+00  -0.50708303E-05   0.49079096E-05   0.50000435E+00  -0.40938374E-07
  -0.17615161E+02   0.15000132E+01   0.15000132E+01   0.12417780E-06   0.12417780E-06   0.99999560E+00  -0.99999551E+00  -0.51034361E-05   0.49387078E-05   0.50000440E+00  -0.41392599E-07
  -0.17604126E+02   0.15000134E+01   0.15000134E+01   0.12555559E-06   0.12555559E-06   0.99999554E+00  -0.99999546E+00  -0.51371737E-05   0.49706177E-05   0.50000446E+00  -0.41851864E-07
  -0.17593092E+02   0.15000136E+01   0.15000136E+01   0.12694867E-06   0.12694867E-06   0.99999548E+00  -0.99999540E+00  -0.51720307E-05   0.50036266E-05   0.50000452E+00  -0.42316224E-07
  -0.17582057E+02   0.15000137E+01   0.15000137E+01   0.12835721E-06   0.12835721E-06   0.99999542E+00  -0.99999534E+00  -0.52079951E-05   0.50377225E-05   0.50000458E+00  -0.42785736E-07
  -0.17571023E+02   0.15000139E+01   0.15000139E+01   0.12978137E-06   0.12978137E-06   0.99999537E+00  -0.99999528E+00  -0.52450558E-05   0.50728940E-05   0.50000463E+00  -0.43260457E-07
  -0.17559988E+02   0.15000141E+01   0.15000141E+01   0.13122134E-06   0.13122134E-06   0.99999531E+00  -0.99999522E+00  -0.52832023E-05   0.51091303E-05   0.50000469E+00  -0.43740445E-07
  -0.17548954E+02   0.15000142E+01   0.15000142E+01   0.13267728E-06   0.13267728E-06   0.99999525E+00  -0.99999516E+00  -0.53224246E-05   0.51464212E-05   0.50000475E+00  -0.44225759E-07
  -0.17537919E+02   0.15000144E+01   0.15000144E+01   0.13414937E-06   0.13414937E-06   0.99999519E+00  -0.99999510E+00  -0.53627134E-05   0.51847572E-05   0.50000481E+00  -0.44716457E-07
  -0.17526885E+02   0.15000146E+01   0.15000146E+01   0.13563780E-06   0.13563780E-06   0.99999513E+00  -0.99999504E+00  -0.54040599E-05   0.52241292E-05   0.50000487E+00  -0.45212600E-07
  -0.17515850E+02   0.15000148E+01   0.15000148E+01   0.13714274E-06   0.13714274E-06   0.99999507E+00  -0.99999498E+00  -0.54464561E-05   0.52645290E-05   0.50000493E+00  -0.45714247E-07
  -0.17504815E+02   0.15000150E+01   0.15000150E+01   0.13866438E-06   0.13866438E-06   0.99999501E+00  -0.99999492E+00  -0.54898943E-05   0.53059487E-05   0.50000499E+00  -0.46221460E-07
  -0.17493781E+02   0.15000151E+01   0.15000151E+01   0.14020290E-06   0.14020290E-06   0.99999495E+00  -0.99999486E+00  -0.55343674E-05   0.53483809E-05   0.50000505E+00  -0.46734300E-07
  -0.17482746E+02   0.15000153E+01   0.15000153E+01   0.14175849E-06   0.14175849E-06   0.99999489E+00  -0.99999480E+00  -0.55798690E-05   0.53918189E-05   0.50000511E+00  -0.47252831E-07
  -0.17471712E+02   0.15000155E+01   0.15000155E+01   0.14333134E-06   0.14333134E-06   0.99999483E+00  -0.99999473E+00  -0.56263929E-05   0.54362564E-05   0.50000517E+00  -0.47777114E-07
  -0.17460677E+02   0.15000157E+01   0.15000157E+01   0.14492164E-06   0.14492164E-06   0.99999477E+00  -0.99999467E+00  -0.56739338E-05   0.54816876E-05   0.50000523E+00  -0.48307214E-07
  -0.17449643E+02   0.15000159E+01   0.15000159E+01   0.14652959E-06   0.14652959E-06   0.99999470E+00  -0.99999461E+00  -0.57224865E-05   0.55281073E-05   0.50000530E+00  -0.48843196E-07
  -0.17438608E+02   0.15000161E+01   0.15000161E+01   0.14815537E-06   0.14815537E-06   0.99999464E+00  -0.99999454E+00  -0.57720466E-05   0.55755107E-05   0.50000536E+00  -0.49385124E-07
  -0.17427574E+02   0.15000163E+01   0.15000163E+01   0.14979920E-06   0.14979920E-06   0.99999458E+00  -0.99999448E+00  -0.58226098E-05   0.56238933E-05   0.50000542E+00  -0.49933065E-07
  -0.17416539E+02   0.15000165E+01   0.15000165E+01   0.15146126E-06   0.15146126E-06   0.99999451E+00  -0.99999441E+00  -0.58741727E-05   0.56732514E-05   0.50000549E+00  -0.50487085E-07
  -0.17405505E+02   0.15000167E+01   0.15000167E+01   0.15314176E-06   0.15314176E-06   0.99999445E+00  -0.99999434E+00  -0.59267319E-05   0.57235813E-05   0.50000555E+00  -0.51047253E-07
  -0.17394470E+02   0.15000169E+01   0.15000169E+01   0.15484090E-06   0.15484090E-06   0.99999438E+00  -0.99999428E+00  -0.59802848E-05   0.57748802E-05   0.50000562E+00  -0.51613635E-07
  -0.17383436E+02   0.15000171E+01   0.15000171E+01   0.15655890E-06   0.15655890E-06   0.99999431E+00  -0.99999421E+00  -0.60348289E-05   0.58271453E-05   0.50000569E+00  -0.52186301E-07
  -0.17372401E+02   0.15000173E+01   0.15000173E+01   0.15829596E-06   0.15829596E-06   0.99999425E+00  -0.99999414E+00  -0.60903623E-05   0.58803744E-05   0.50000575E+00  -0.52765320E-07
  -0.17361367E+02   0.15000175E+01   0.15000175E+01   0.16005229E-06   0.16005229E-06   0.99999418E+00  -0.99999407E+00  -0.61468836E-05   0.59345658E-05   0.50000582E+00  -0.53350764E-07
  -0.17350332E+02   0.15000177E+01   0.15000177E+01   0.16182811E-06   0.16182811E-06   0.99999411E+00  -0.99999400E+00  -0.62043914E-05   0.59897180E-05   0.50000589E+00  -0.53942703E-07
  -0.17339298E+02   0.15000179E+01   0.15000179E+01   0.16362363E-06   0.16362363E-06   0.99999404E+00  -0.99999393E+00  -0.62628852E-05   0.60458298E-05   0.50000596E+00  -0.54541209E-07
  -0.17328263E+02   0.15000181E+01   0.15000181E+01   0.16543907E-06   0.16543907E-06   0.99999397E+00  -0.99999386E+00  -0.63223644E-05   0.61029008E-05   0.50000603E+00  -0.55146356E-07
  -0.17317229E+02   0.15000183E+01   0.15000183E+01   0.16727465E-06   0.16727465E-06   0.99999390E+00  -0.99999379E+00  -0.63828290E-05   0.61609304E-05   0.50000610E+00  -0.55758217E-07
  -0.17306194E+02   0.15000185E+01   0.15000185E+01   0.16913060E-06   0.16913060E-06   0.99999383E+00  -0.99999372E+00  -0.64442794E-05   0.62199188E-05   0.50000617E+00  -0.56376866E-07
  -0.17295160E+02   0.15000187E+01   0.15000187E+01   0.17100714E-06   0.17100714E-06   0.99999376E+00  -0.99999365E+00  -0.65067163E-05   0.62798663E-05   0.50000624E+00  -0.57002380E-07
  -0.17284125E+02   0.15000189E+01   0.15000189E+01   0.17290450E-06   0.17290450E-06   0.99999369E+00  -0.99999357E+00  -0.65701406E-05   0.63407737E-05   0.50000631E+00  -0.57634833E-07
  -0.17273091E+02   0.15000192E+01   0.15000192E+01   0.17482291E-06   0.17482291E-06   0.99999362E+00  -0.99999350E+00  -0.66345537E-05   0.64026419E-05   0.50000638E+00  -0.58274303E-07
  -0.17262056E+02   0.15000194E+01   0.15000194E+01   0.17676260E-06   0.17676260E-06   0.99999354E+00  -0.99999342E+00  -0.66999572E-05   0.64654724E-05   0.50000646E+00  -0.58920867E-07
  -0.17251021E+02   0.15000196E+01   0.15000196E+01   0.17872382E-06   0.17872382E-06   0.99999347E+00  -0.99999335E+00  -0.67663533E-05   0.65292668E-05   0.50000653E+00  -0.59574605E-07
  -0.17239987E+02   0.15000198E+01   0.15000198E+01   0.18070679E-06   0.18070679E-06   0.99999339E+00  -0.99999327E+00  -0.68337441E-05   0.65940271E-05   0.50000661E+00  -0.60235597E-07
  -0.17228952E+02   0.15000200E+01   0.15000200E+01   0.18271176E-06   0.18271176E-06   0.99999332E+00  -0.99999320E+00  -0.69021324E-05   0.66597556E-05   0.50000668E+00  -0.60903921E-07
  -0.17217918E+02   0.15000203E+01   0.15000203E+01   0.18473898E-06   0.18473898E-06   0.99999324E+00  -0.99999312E+00  -0.69715210E-05   0.67264550E-05   0.50000676E+00  -0.61579661E-07
  -0.17206883E+02   0.15000205E+01   0.15000205E+01   0.18678869E-06   0.18678869E-06   0.99999316E+00  -0.99999304E+00  -0.70419131E-05   0.67941281E-05   0.50000684E+00  -0.62262898E-07
  -0.17195849E+02   0.15000207E+01   0.15000207E+01   0.18886114E-06   0.18886114E-06   0.99999308E+00  -0.99999296E+00  -0.71133123E-05   0.68627781E-05   0.50000692E+00  -0.62953715E-07
  -0.17184814E+02   0.15000210E+01   0.15000210E+01   0.19095659E-06   0.19095659E-06   0.99999301E+00  -0.99999288E+00  -0.71857224E-05   0.69324084E-05   0.50000699E+00  -0.63652196E-07
  -0.17173780E+02   0.15000212E+01   0.15000212E+01   0.19307528E-06   0.19307528E-06   0.99999293E+00  -0.99999280E+00  -0.72591474E-05   0.70030229E-05   0.50000707E+00  -0.64358427E-07
  -0.17162745E+02   0.15000215E+01   0.15000215E+01   0.19521748E-06   0.19521748E-06   0.99999285E+00  -0.99999272E+00  -0.73335917E-05   0.70746255E-05   0.50000715E+00  -0.65072493E-07
  -0.17151711E+02   0.15000217E+01   0.15000217E+01   0.19738344E-06   0.19738344E-06   0.99999276E+00  -0.99999263E+00  -0.74090600E-05   0.71472205E-05   0.50000724E+00  -0.65794482E-07
  -0.17140676E+02   0.15000220E+01   0.15000220E+01   0.19957344E-06   0.19957344E-06   0.99999268E+00  -0.99999255E+00  -0.74855571E-05   0.72208125E-05   0.50000732E+00  -0.66524480E-07
  -0.17129642E+02   0.15000222E+01   0.15000222E+01   0.20178773E-06   0.20178773E-06   0.99999260E+00  -0.99999247E+00  -0.75630883E-05   0.72954062E-05   0.50000740E+00  -0.67262578E-07
  -0.17118607E+02   0.15000225E+01   0.15000225E+01   0.20402659E-06   0.20402659E-06   0.99999252E+00  -0.99999238E+00  -0.76416588E-05   0.73710068E-05   0.50000748E+00  -0.68008865E-07
  -0.17107573E+02   0.15000227E+01   0.15000227E+01   0.20629029E-06   0.20629029E-06   0.99999243E+00  -0.99999229E+00  -0.77212745E-05   0.74476196E-05   0.50000757E+00  -0.68763431E-07
  -0.17096538E+02   0.15000230E+01   0.15000230E+01   0.20857911E-06   0.20857911E-06   0.99999234E+00  -0.99999221E+00  -0.78019412E-05   0.75252500E-05   0.50000766E+00  -0.69526369E-07
  -0.17085504E+02   0.15000232E+01   0.15000232E+01   0.21089332E-06   0.21089332E-06   0.99999226E+00  -0.99999212E+00  -0.78836651E-05   0.76039041E-05   0.50000774E+00  -0.70297772E-07
  -0.17074469E+02   0.15000235E+01   0.15000235E+01   0.21323320E-06   0.21323320E-06   0.99999217E+00  -0.99999203E+00  -0.79664528E-05   0.76835877E-05   0.50000783E+00  -0.71077733E-07
  -0.17063435E+02   0.15000238E+01   0.15000238E+01   0.21559904E-06   0.21559904E-06   0.99999208E+00  -0.99999194E+00  -0.80503107E-05   0.77643073E-05   0.50000792E+00  -0.71866347E-07
  -0.17052400E+02   0.15000240E+01   0.15000240E+01   0.21799113E-06   0.21799113E-06   0.99999199E+00  -0.99999185E+00  -0.81352459E-05   0.78460692E-05   0.50000801E+00  -0.72663711E-07
  -0.17041366E+02   0.15000243E+01   0.15000243E+01   0.22040976E-06   0.22040976E-06   0.99999190E+00  -0.99999176E+00  -0.82212656E-05   0.79288804E-05   0.50000810E+00  -0.73469921E-07
  -0.17030331E+02   0.15000246E+01   0.15000246E+01   0.22285523E-06   0.22285523E-06   0.99999181E+00  -0.99999166E+00  -0.83083770E-05   0.80127478E-05   0.50000819E+00  -0.74285075E-07
  -0.17019297E+02   0.15000248E+01   0.15000248E+01   0.22532782E-06   0.22532782E-06   0.99999172E+00  -0.99999157E+00  -0.83965878E-05   0.80976786E-05   0.50000828E+00  -0.75109274E-07
  -0.17008262E+02   0.15000251E+01   0.15000251E+01   0.22782785E-06   0.22782785E-06   0.99999163E+00  -0.99999148E+00  -0.84859059E-05   0.81836803E-05   0.50000837E+00  -0.75942616E-07
  -0.16997227E+02   0.15000254E+01   0.15000254E+01   0.23035561E-06   0.23035561E-06   0.99999153E+00  -0.99999138E+00  -0.85763394E-05   0.82707606E-05   0.50000847E+00  -0.76785204E-07
  -0.16986193E+02   0.15000257E+01   0.15000257E+01   0.23291142E-06   0.23291142E-06   0.99999144E+00  -0.99999128E+00  -0.86678966E-05   0.83589273E-05   0.50000856E+00  -0.77637140E-07
  -0.16975158E+02   0.15000260E+01   0.15000260E+01   0.23549558E-06   0.23549558E-06   0.99999134E+00  -0.99999118E+00  -0.87605859E-05   0.84481886E-05   0.50000866E+00  -0.78498527E-07
  -0.16964124E+02   0.15000263E+01   0.15000263E+01   0.23810841E-06   0.23810841E-06   0.99999124E+00  -0.99999109E+00  -0.88544161E-05   0.85385528E-05   0.50000876E+00  -0.79369472E-07
  -0.16953089E+02   0.15000266E+01   0.15000266E+01   0.24075024E-06   0.24075024E-06   0.99999115E+00  -0.99999099E+00  -0.89493963E-05   0.86300285E-05   0.50000885E+00  -0.80250078E-07
